,title,video_id,channel_title,channel_id,description,date,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,country
88,해외반응 일본반응 한국의 KFX 전투기를 이기겠다는 일본의 전투기 개발 시작부터 멸망 위기 ! F-35 100대 구매 한국의 기회 세계 강대국 한국군 !,b_4-oac0H0Q,대고구려제국,UCZcAFmohWEhKP2XA3Zf766g,한국의 KFX 전투기 를 상대로 기술 발전에서 이기겠다는 아베 일본 ! 세계속의 중심 한국군의 강대국 군사력 ! 현무 미사일 FA-50 T-50 훈련기 미국 수출 스텔스 F-35 ...,2020-07-13,33297.0,579.0,18.0,0.0,44.0,일본
89,[일본반응] 스타가 되려고 한국행하는 일본인들 &quot;일본의 미래는 밝지않다&quot;,vnsp7tidqgY,베이비버그 BabyBug,UCwi3lDb3ovlUO_Ds6QfdKqA,"""구독과 좋아요 그리고 ""알림설정""을 꼭 눌러주세요"" ""생각은 댓글에 남겨주세요"" (내용) ▷지금, 재능있는 일본 젊은이들이 구태의연한 일본식 시스템의 한계를 느껴 ...",2020-07-10,96024.0,1832.0,85.0,0.0,213.0,일본
90,[페루반응] 한국에 수출되는 자국 아보카도 소식에 애국심 폭발하는 페루 네티즌들,HkoTDE2j_Ik,남미남자,UCKrXBdpehmqMtSeJBtugvjQ,관련영상* https://youtu.be/tseUw0aXm3w *관련링크* ...,2020-07-09,160494.0,3119.0,59.0,0.0,364.0,페루
91,[베트남현지반응] EU-베트남 FTA 체결 소식에 한국 기업에게 애원하는 배은망덕 베트남 국민반응,qPHWF-ZCGUw,존크TV,UCitaXlLp5Oy0aKmH2_y0xFw,구독하기 : https://bit.ly/39beO6A 영상을 시청해주셔서 감사합니다. #베트남반응#해외반응#베트남현지반응.,2020-07-14,79060.0,2208.0,91.0,0.0,187.0,베트남
92,"[일본반응]한국 영화 &#39;말모이&#39; 일본에서 개봉 돼 화제 &quot;새삼 알았다... 조선어 말살의 흔적&quot;, 일본정부가 숨기려던 일제의 흉악함의 증거라는 일본 네티즌",LqCLP9lgOnE,이슈라이브 [ISSUE LIVE],UCYU5jDLW0LtTIz162Z-N7DA,'구독'과 '좋아요'는 큰 힘이 됩니다. ○여러분들의 응원이 하루종일 자료수집 및 분석 그리고 공부하는 저에게 큰 힘이 됩니다. ○여러분들의 생각을 댓글에 적어 ...,2020-07-13,6420.0,204.0,7.0,0.0,29.0,일본
95,문 대통령 &quot;일본과 다른 &#39;한국의 길&#39; 가겠다&quot; (2020.07.09/5MBC뉴스),FwX6s0S9OvI,MBCNEWS,UCF4Wxdo3inmxP-Y59wXDsFw,일본의 수출규제조치 1년을 맞아 문재인 대통령은 '수세적 대응'에서 '도약'으로 정책을 전환하는'소재·부품·장비 이른바 소부장2.0 전략'을 발표했습니다. 특히 글로벌 ...,2020-07-09,124378.0,2696.0,219.0,0.0,1240.0,일본
97,"[일본 반응] &#39;지구조차 도와주지 않는 일본, 이제는 한국을 보고 배워야할 때&#39;  건국이래 가장 큰 위기에 봉착했다는 일본의 현재 상황",YPWj6W-Jz8w,팩튜브,UCMYdWhFzXlu4b7KViEUmTWg,"안녕하세요! 팩트 기반 정보 전달 채널, 팩튜브입니다. 이번 영상에서는 건국 이래 가장 큰 위기에 봉착했다는 일본의 현재 상황과 그에 대한 일본 네티즌들의 반응을 ...",2020-07-11,32298.0,1013.0,30.0,0.0,84.0,일본
99,"전투식량, 한국과자 먹어본 미국인 반응, 한국과자 반응, /국제커플/미국 일상 브이로그/외국에서 살기/외국 브이로그,미국엄마와 아기/ 미국인와이프 한미국제커플 한국아빠미국엄마",jJQIRe4dNEU,이사벨아빠 Isabelle Daddy,UC912Q30VlIig5POHn1caiYg,외국인반응#한국아빠미국엄마#외국인와이프#한국과자 안녕하세요 대구에서 태어나 어쩌다보니 미국에 살고 있는 이사벨 아빠입니다. 한국에서 보내온 옛날 과자를 ...,2020-07-18,59691.0,3300.0,23.0,0.0,391.0,미국
100,한국의 &#39;매너손&#39;을 처음 본 미국인 반응,yPShH5UJOKU,에이 스토리 A STORY,UCudezj2i6R94QOPqGJhbZwg,일상생활에서 쉽게 찾아볼 수 있는 매너손! 한국에만 존재한다는 것 아셨나요? 한국 연예인들의 매너손 짤을 본 에밀리의 반응! 궁금하시지 않으신가요? 지금 바로 ...,2020-07-18,794643.0,7772.0,118.0,0.0,792.0,미국
101,한국이 적인가?#일본방송#일본반응#한일관계#한일자막,DV4Kr0PkF8E,조문주 강의실,UC8WzOoNEJiT_9_lAvvGvvmA,"야마구치 지로(정치학자, 법정대 교수) 산산조각난 일본 https://youtu.be/PH5LmLgngeM 일본의 모습을 객관적으로 바라보고, 일본 사회의 다양한 목소리를 전하고 ...",2020-07-21,25847.0,374.0,8.0,0.0,39.0,일본
102,한국의 무인가게를 처음 직접 가본 미국인 반응,IQFg-CdoH6M,어썸 코리아 Awesome KOREA,UC9HNi_aAXBgpI2zhibOAfAA,요즘 이곳저곳 많이 생기고 있는 한국의 무인 가게! 미국인이 직접 가보면 어떨까요? ♥영상이 재미있으셨다면 구독 좋아요 누르는 센스! ♥출연자분들이 체험해 ...,2020-07-21,50503.0,1725.0,17.0,0.0,180.0,미국
103,&quot;한국 서울의 밤하늘&quot; 미국에서 재조명되자 충격받은 해외반응 &quot;한국이니까 가능하다&quot; 상반되는 일본반응,mnYRkTk2wZM,세상을말하다,UCSIx66_89zLSFOucZuBqxMQ,구독하기 : https://bit.ly/34TlXrB 응원의 드론쇼를 보여줬습니다. 그리고 많은 한국 사람과 해외 사람들에게 감동을 주며 큰 이슈가 되기도 했었죠. 한 독일 매체에서 이 ...,2020-07-17,237980.0,4517.0,173.0,0.0,410.0,미국 일본
104,"뉴욕타임즈가 극찬한 한국라면을 먹어본 외국인 반응 (ft. 일본라면, 싱가폴라면)",z6d4y1vIPN8,어썸 코리아 Awesome KOREA,UC9HNi_aAXBgpI2zhibOAfAA,뉴욕타임즈가 선정한 전 세계 TOP11라면!! 그 중에 한국라면은 어떤것이 들어갔을까요? ♥영상이 재미있으셨다면 구독 좋아요 누르는 센스! ♥출연자분들이 체험해 ...,2020-07-20,374133.0,7276.0,146.0,0.0,823.0,일본
105,중국반응│이해할 수 없는 한국문화│중국인이 본 한국과 한국인들│한국인들의 생활 &amp; 한국의 대중교통(시설) &amp; 사회제도│중국어로[路] ​,YkoGh9DNkAw,중국어로 [路],UCxV6HwAqpzkAN1J2s9LolgQ,중국인들이 생각하는 이해할수 없는 한국 문화 1. 한국인들의 일상생활 2. 한국의 대중교통 3. 한국의 대중시설 4. 한국인들의 뇌 구조 5. 한국의 사회제도 이런걸 이해 ...,2020-07-17,1304103.0,19547.0,794.0,0.0,1068.0,중국
106,[중국반응] 한국은 언제부터 선진국이었을까? 팩트로 알리는 선진국 한국!,hEMWXSdDTjc,팅동TV 중국속으로,UCqfm9cM8cJBFvTWHNm1bu3Q,중국 포털 사이트에 “한국은 언제부터 선진국이었을까?”라는 제목의 칼럼 한 편이 올라왔습니다 해당 칼럼과 이에 대한 댓글 반응 번역해보았습니다! 재밌게 보시고 ...,2020-07-18,773805.0,13640.0,585.0,0.0,1241.0,중국
107,한국 전투식량을 처음 먹어본 일본배우 반응! 韓国軍人の戦闘食ビビンバを食べてみました！Korea Army Food [Bibimbap] MUKBANG EATING SHOW,Zxj1FBkUwmg,OKUN일본오쿤,UCfCRbatXcic6yBCrKh8_YKg,BUSINESS ENQUIRIES[비지니스문의/広告依頼]   → eigba7@gmail.com instagram   https://www.instagram.com/john_oh7 韓国男子おっくんが運営している ...,2020-07-21,44181.0,1838.0,34.0,0.0,289.0,일본
109,[단독해외반응] 한국이 미국 선제 공격하자 미국과 전 세계가 충격먹은 이유//13억 달러 방위비 요구에 폭발한 한국 반응에 미국마저 당황,pujP17dl3g4,존크TV,UCitaXlLp5Oy0aKmH2_y0xFw,구독하기 : https://bit.ly/39beO6A 영상을 시청해주셔서 감사합니다. #해외반응#방위비#13억달러.,2020-07-15,186183.0,5310.0,184.0,0.0,465.0,미국
110,중국반응│한국에게 경외심을 갖는 이유│한국인들의 장점과 단점│한국인들은 슈퍼맨 같아 vs 불쌍해│중국어로[路],F511wHG6yDk,중국어로 [路],UCxV6HwAqpzkAN1J2s9LolgQ,중국인들이 생각하는 한국의 대단한 점 대만민국에게 경외심을 갖는 이유 5가지 하지만 역시 부정적인 시선도 많네요.. ​ #중국반응 #국뽕주의 #한국인은슈퍼맨.,2020-07-15,494690.0,11329.0,334.0,0.0,933.0,중국
112,[해외반응] 콜롬비아가 축구경기 사과까지 하고 눈물 흘리며 한국에게 감사하는 이유//참전국에 대한 60억 통큰지원..한국의 은혜를 잊지 않겠습니다!!,CLXgTUiOYQ8,존크TV,UCitaXlLp5Oy0aKmH2_y0xFw,구독하기 : https://bit.ly/39beO6A 영상을 시청해주셔서 감사합니다. #해외반응#콜롬비아#60억지원.,2020-07-16,123197.0,3556.0,72.0,0.0,115.0,콜롬비아
113,[해외반응] 미국 주립대교수의 강의 &quot;한국이 미래를 주도한다&quot;             #외국반응 #일본반응 #해외반응 #한류 #한국문화 #현지반응 #김구 #bts #블랙핑크,kSjWxY_V6NA,다른생각TV,UC-kHm6OIeijAMTXZjJiLPVA,미국 주립대 교수의 강의내용 21세기는 한국으로 가야 된다는 내용 이를 본 해외반응 #해외반응 #외국반응 #외국인반응 #일본반응 #한류 #한국문화 #bts #방탄 ...,2020-07-15,10385.0,296.0,7.0,0.0,14.0,미국 일본
114,한국의 여배우를 본 러시아 남자 배우 반응. 이상형 월드컵!,s-fTOWeqSJo,라이준 [소련 라이프] Soviet Life,UCjKoaGQcwRNuvlL3BEK1ubg,[러시아 반응] 러시아 미남 배우에게 한국의 여배우들 사진을 보여줬습니다. 과연 한국 여배우 최종보스는 누구?? 안녕하세요 라이준 TV에 오신 것을 환영합니다.,2020-07-16,15049.0,210.0,10.0,0.0,54.0,러시아
115,이탈리아 회사에서 한국인 가족이 대우 받은 이유! 한국 마스크 반응이 대단하네요... feat. 발사믹식초 회사 2편,EusGBmcV_eQ,레만 Reman [로마사는 한국남자],UC0MhsY1Nc467re-66o6xwRg,이탈리아 400년 전통을 이어가는 발사믹 식초 회사인 쥬세페쥬스티에 초대 받아서 감사한 시간을 함께 보내고 왔습니다. 지난 영상에 한국 마스크를 드렸을 때 반응이 ...,2020-07-18,16581.0,689.0,14.0,0.0,57.0,이탈리아
116,[해외반응] 잘사는 유럽학생들이 한국으로 몰려오고 있는 이유 &#39;성공하기 위해선 한국을 배워야할 때&#39;,QFoIlXjAb4s,팩튜브,UCMYdWhFzXlu4b7KViEUmTWg,"안녕하세요! 팩트 기반 정보 전달 채널, 팩튜브입니다. 이번 영상에서는 유럽 학생들이 한국으로 유학을 오고 싶어하는 이유, 그리고 그에 대한 해외반응은 어떠한지 ...",2020-07-17,628168.0,13643.0,453.0,0.0,625.0,유럽
118,한국은 싫지만 일본인들을매일 울게 만드는 상황해외반응 – 일본일본열도가 현빈 앓이중이것이 진정한 한류다.,eoCY-9sfT-M,데보이,UC9Uf0ZCFKKy65uCOf6oCrOQ,해외반응#한국해외반응#일본반응#현빈 한국은 싫지만 일본인들을 매일 울게 만드는 상황 해외반응 – 일본 일본열도가 현빈 앓이중 이것이 진정한 한류다.,2020-07-21,47773.0,480.0,50.0,0.0,39.0,일본
119,한국 남자들의 메이크업에 대한 러시아 여자의 반응은?,8_wkLmdLQz4,딩글 Dinggle,UCDih-87kuRMA8uFcrx10Wlw,안녕하세요 여러분~! CLAB 걸즈입니다 오늘의 주제는 러시아에서 오신 쏘 골져스한 올랴씨와 함께했습니다!! 요즘 한국에서는 남자들의 메이크업이 대중화되어 ...,2020-07-16,6935.0,315.0,5.0,0.0,36.0,러시아
120,"[대만] 야 한국,  너 우리랑 같은 레벨이잖아?! 해외네티즌이 대신 교통정리하는 상황, 아시아 4마리 용 라이벌이죠! 해외 반응",4d0L8F9MJOw,와트맨,UCCMxAf6uEc0csVVdW1dkkxw,"[대만] 야 한국, 너 우리랑 같은 레벨이잖아?! 해외네티즌이 대신 교통정리하는 상황, 아시아 4마리 용 라이벌이죠! 해외 반응 안녕하세요. 와트맨 채널은 해외 이슈를 ...",2020-07-21,684980.0,9148.0,438.0,0.0,1165.0,아시아 대만
121,해외반응 일본반응 한국 최초의 군사 통신위성 아나시스 2호 발사 성공 ! 놀라운 기적 ! 발전하는 선진국 한국군,aAfzvHqk7uM,대고구려제국,UCZcAFmohWEhKP2XA3Zf766g,해외반응#외국인반응#네티즌반응#일본반응#반응#일본인반응#외신반응 한국의 최초 군사 통신위성 아나시스 2호가 발사 성공했군요 ! ! 실시간 반응 인기급상승 ...,2020-07-21,53250.0,978.0,50.0,0.0,110.0,일본
122,&quot;이제 한국 밖에 없다!&quot; 한국에 희망을 걸고 나선 미국 반응과 한국으로 사무소 이전을 선택하고 있는 미국상황,2jJw8Xe8TUo,구네스북,UClHJcrFMOxCEPjjg6WlTmPw,"한국에 희망을 걸고 나선 미국반응과 한국으로 사무소 이전을 선택하고 있는 미국상황을 다뤘습니다. * 구네스북 그래픽 디자인은 자체 제작되었고, 자료사진과 자료 ...",2020-07-16,34069.0,1714.0,40.0,0.0,80.0,미국
123,"[해외반응] 한국은 어떻게 &#39;최빈곤국&#39;에서, 전 세계 가장 핫한 브랜드로 발전했나? 캐나다 유명 칼럼리스트의 냉철한 분석!",i4IYHoiBG2w,정보왕TV,UC12xUBwbC0oY4M_s72D9USw,출처(관련뉴스 및 해외네티즌 반응): 1. 캐나다 칼럼: https://business.financialpost.com/news/retail-marketing/how-korea-became-the-worlds-coolest-brand 2.,2020-07-21,85711.0,2637.0,97.0,0.0,155.0,캐나다
125,해외반응 일본반응 세계 선진국 한국의 GDP 경제 순위 러시아를 역전한 상황 ! 깜짝놀란 일본 ! 한국인의 저력 !,klfPEZ5EK1o,대고구려제국,UCZcAFmohWEhKP2XA3Zf766g,해외반응 #외국인반응 #네티즌반응 모범 선진국 대한민국 한국인 모두의 국민성과 시민의식이 빛낸 또 하나의 작품이군요 정말 대단합니다 GDP 세계경제순위 에서 ...,2020-07-18,105069.0,1789.0,67.0,0.0,147.0,러시아 일본
126,해외반응 일본반응 한국의 군사력 순위 세계 6위 깜짝놀란 일본 ! 아베가 두려워하는 이유  KFX 전투기 현무 미사일 KDDX !,Pq9BXJU6jkk,대고구려제국,UCZcAFmohWEhKP2XA3Zf766g,해외반응#외국인반응#네티즌반응#일본반응#반응#일본인반응#외신반응 이것이바로 한국인의 놀라운 저력입니다 ! 선진국 강대국 한국의 경악 충격적인 세계 ...,2020-07-17,83856.0,1233.0,62.0,0.0,247.0,일본
127,"[일본반응] 한국 국가경쟁력 일본 추월, UN 전자정부 평가에서 일본 압도하는 한국 위상에 발칵 뒤집어진 일본반응  전자정부 IT행정력, 국가경쟁력 모두 압도 일본 반응 코리아",X7c8uS22eA0,와트맨,UCCMxAf6uEc0csVVdW1dkkxw,"[일본반응] 한국 국가경쟁력 일본 추월, UN 전자정부 평가에서 일본 압도하는 한국 위상에 발칵 뒤집어진 일본반응 전자정부 IT행정력, 국가경쟁력 모두 압도 일본 ...",2020-07-15,246077.0,5397.0,127.0,0.0,137.0,일본
128,"▶[일본반응] 한국 SSD, 13년만에 세계1위 &quot;대만 제치고 수출액 220%폭증&quot;",W40zJ6SUNCs,베이비버그 BabyBug,UCwi3lDb3ovlUO_Ds6QfdKqA,"""구독과 좋아요 그리고 ""알림설정""을 꼭 눌러주세요"" ""생각은 댓글에 남겨주세요"" (내용) ▷반도체 기반의 차세대 저장장치인 SSD 수출이 7년동안 1위였던 대만을 ...",2020-07-15,57538.0,1508.0,27.0,0.0,80.0,대만 일본
129,"▶[일본반응] &quot;한국드라마&quot;광풍, 대박난 넷플릭스,&quot;Made in Korea에 투자해라&quot;",jIaLjnQKmVE,베이비버그 BabyBug,UCwi3lDb3ovlUO_Ds6QfdKqA,"""구독과 좋아요 그리고 ""알림설정""을 꼭 눌러주세요"" ""과도한 욕설 및 비방 등의 댓글은 자동 보류됩니다"" (내용) ▷6월 말 넷플릭스의 전세계 회원수가 약 1억 9300 ...",2020-07-19,86093.0,1985.0,55.0,0.0,120.0,일본
130,"[해외반응] 한국병원 극찬하는 미국 커뮤니티 미국인 실제사례, 엠킴의 미국병원 경험담",JrnNmLDfg68,엠킴MKim TV [34%],UCnKfrTIBDdQomhItGZiAHxg,해외반응 #한국병원 #미국의료보험 최근 레딧에 한국 병원에서 미국에서와 동일한 부위에 재수술을 받고 한국의 의료 시스템을 극찬하는 글이 올라와 화재가 ...,2020-07-18,84490.0,2682.0,68.0,0.0,258.0,미국
131,[해외반응]  일본이 WTO 사무총장 출마 못하고 한국만 방해하는 부끄러운 이유//아시아에서 제일 선진국이라더니 영어를 못 한다니 믿을 수 없다...,bu3vVp2ikUo,존크TV,UCitaXlLp5Oy0aKmH2_y0xFw,구독하기 : https://bit.ly/39beO6A 영상을 시청해주셔서 감사합니다. #해외반응#외신반응#사무총장.,2020-07-17,26329.0,912.0,18.0,0.0,62.0,아시아 일본
133,"[일본반응]한국 &#39;신라면&#39; 미국에서 매출 폭발, 일본제치고 라면업계 1위달성!, 일본에서도 인기 급상승중이라는 바로 그 &#39;라면&#39;",bj5-AqRR7r0,이슈라이브 [ISSUE LIVE],UCYU5jDLW0LtTIz162Z-N7DA,'구독'과 '좋아요'는 큰 힘이 됩니다. ○여러분들의 응원이 하루종일 자료수집 및 분석 그리고 공부하는 저에게 큰 힘이 됩니다. ○여러분들의 생각을 댓글에 적어 ...,2020-07-19,21220.0,624.0,19.0,0.0,66.0,미국 일본
134,"[일본반응] 세계 굴지의 기업 한국행 이유 주변국 경악 한국이 이렇게까지, 일본은 이것 때문에 배제 되고 오직 한국 이어야만 한다는데  일본반응 한국 반응 일본",Yn8oMFGpCmE,와트맨,UCCMxAf6uEc0csVVdW1dkkxw,"[일본반응] 세계 굴지의 기업 한국행 이유 주변국 경악 한국이 이렇게까지, 일본은 이것 때문에 배제 되고 오직 한국 이어야만 한다는데 일본반응 한국 반응 일본 ...",2020-07-18,106872.0,3116.0,96.0,0.0,0.0,일본
135,✅ 한국인들은 끔찍하다는 막말한 트럼프  #해외반응#한국#외국인반응#일본반응#해외반응#현지반응#트럼프 #일본#외신반응#세계반응#미국#주한미군#감축#방위비#분담금#트럼프#한미연합훈련,B-Qd0pgYFfA,시사RANG • 시사랑,UCO1aMZ-K8kA2hlbaRI-OuvA,"주한미군 #감축옵션 #방위비 #트럼프 한국의 강력한 대응에 만만한 일본에게 화풀이 #실시간급상승동영상1위,일본불매운동,불매운동 일본반응#해외반응#인기 ...",2020-07-19,64766.0,1086.0,63.0,0.0,133.0,미국 일본
